id_instansi,nama_instansi,lokasi,jumlah_penulis,jumlah_departemen,jumlah_journals
8244254,Institut Teknologi Batam," KOTA BATAM - KEPULAUAN RIAU, ID",36,7,0
4508,Universitas Muhammadiyah Bandung," KOTA BANDUNG - JAWA BARAT, ID",162,18,2
3556,Institut Agama Islam Negeri Metro," KOTA METRO - LAMPUNG, ID",207,24,15
2192,Sekolah Tinggi Ilmu Komputer PGRI Banyuwangi," KAB. BANYUWANGI - JAWA TIMUR, ID",28,2,0
1843,Politeknik TMKM," KAB. KARAWANG - JAWA BARAT, ID",16,4,0
1535,Sekolah Tinggi Teknologi Industri dan Farmasi Bogor," KOTA BOGOR - JAWA BARAT, ID",28,2,1
36,Sekolah Tinggi Agama Buddha Negeri Raden Wijaya," KAB. WONOGIRI - JAWA TENGAH, ID",38,8,2
8244418,Sekolah Tinggi Ilmu Ekonomi Studi Ekonomi Modern," KOTA SURAKARTA - JAWA TENGAH, ID",9,2,0
8244417,Institut Teknologi dan Bisnis Lembah Dempo," KOTA PAGAR ALAM - SUMATERA SELATAN, ID",33,6,0
8244474,Universitas Sutomo," KOTA SERANG - BANTEN, ID",65,13,0
8278,Universitas Islam Kebangsaan Indonesia," KAB. BIREUEN - ACEH, ID",120,12,0
8079,Badan Informasi Geospasial," KAB. BOGOR - JAWA BARAT, ID",39,0,2
2550,Universitas Muhammadiyah Pare-pare," KOTA PARE PARE - SULAWESI SELATAN, ID",195,29,5
3623,STAI Al-Ma`arif Ciamis," KAB. CIAMIS - JAWA BARAT, ID",23,5,0
1506,Sekolah Tinggi Ilmu Ekonomi Mulia Pratama," KOTA BEKASI - JAWA BARAT, ID",14,3,0
3586,Institut Agama Islam Az-Zaytun Indonesia," KAB. INDRAMAYU - JAWA BARAT, ID",7,6,0
1224,STIE Indonesia Banking School," KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",49,4,0
2091,Universitas Pesantren Tinggi Darul Ulum," KAB. JOMBANG - JAWA TIMUR, ID",113,15,7
1511,Institut Bisnis Dan Informatika Kesatuan," KOTA BOGOR - JAWA BARAT, ID",144,10,3
1062,Universitas Prof Dr Moestopo (Beragama)," KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",153,13,4
2145,Sekolah Tinggi Ilmu Ekonomi Jaya Negara Tamansiswa," KOTA MALANG - JAWA TIMUR, ID",22,3,0
299,Politeknik Keselamatan Transportasi Jalan," KOTA TEGAL - JAWA TENGAH, ID",47,3,1
1926,Politeknik YKPN," KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",39,3,1
3956,INSTITUT AGAMA ISLAM YASNI BUNGO," KAB. BUNGO - JAMBI, ID",66,7,1
4470,Politeknik ATI Makassar," KOTA MAKASSAR - SULAWESI SELATAN, ID",72,4,0
2985,Sekolah Tinggi Teknologi Payakumbuh," KOTA PAYAKUMBUH - SUMATERA BARAT, ID",22,3,0
1491,Universitas Binaniaga Indonesia," KOTA BOGOR - JAWA BARAT, ID",46,7,3
8244627,Institut Teknologi dan Bisnis Muhammadiyah Wakatobi," UNKNOWN - UNKNOWN, ID",7,3,0
8244649,Politeknik Masamy Internasional," UNKNOWN - UNKNOWN, ID",1,3,0
1853,Politeknik Piksi Ganesha," KOTA BANDUNG - JAWA BARAT, ID",113,11,0
1133,Politeknik LP3I Jakarta," KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",154,7,1
3340,Institut Teknologi dan Bisnis STIKOM Ambon," KOTA AMBON - MALUKU, ID",12,8,0
8238,Institut Ilmu Al Qur'an An-Nur Yogyakarta," KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",34,6,0
2535,Universitas Atma Jaya Makassar," KOTA MAKASSAR - SULAWESI SELATAN, ID",77,10,2
1709,AMIK Wira Nusantara," KAB. LEBAK - BANTEN, ID",1,2,0
2478,STKIP Weetebula," KAB. SUMBA BARAT DAYA - NUSA TENGGARA TIMUR, ID",43,7,0
2892,Universitas Mahaputra Muhammad Yamin," KAB. SOLOK - SUMATERA BARAT, ID",75,12,0
1408,Universitas Nusa Bangsa," KOTA BOGOR - JAWA BARAT, ID",63,9,1
3522,Universitas Islam Negeri Sultan Maulana Hasanuddin Banten," KOTA SERANG - BANTEN, ID",231,33,22
